translationKey,sourceValue,overrideValue
label.bank_Account_Number,Bank Account Number,Bank Account Number
button.Clear,Clear,Clear
label.type,Type,Type
alert.uploadfile.confirmdeletesubject,Delete Confirmation,Delete Confirmation
custom_header.stock_name,name,name
alert_error.empty_group_collection,"Group is empty, please add some people.","Group is empty, please add some people."
button.add_voucher_template,Add voucher template,Add voucher template
label.Duplicate_Crops,Duplicate Enterprises,Duplicate Enterprises
table_heading.Error_Log,Error Log,Error Log
view_heading.bulk_communication,Bulk communication,Bulk communication
view_heading.Manage_Farmer_Groups,Manage Farmer Groups,Manage Farmer Groups
view_heading.Message_Schedule_Configuration,Message Schedule Configuration,Message Schedule Configuration
info.priority,Priority,Priority
view_heading.edit_agro_dealer_profile,Edit agro dealer profile,Edit agro dealer profile
label.Service_Point_Stock_Totals,Service Point Stock Totals,Service Point Stock Totals
reportsviewheading.Daily_Beneficiary_List_Report,Daily Beneficiary List Report,Daily Beneficiary List Report
column_heading.webUser,User Name,User Name
column.date_redeemed,Date redeemed,Date redeemed
table_title.upload_files,Upload files,Upload files
button.add_benefit_template,Add benefit template,Add benefit template
column_heading.farmer,Farmer,Farmer
column_heading.farmer.mobilenumber,mobilenumber,mobilenumber
label.Total_Amount,Total Amount,Total Amount
reports_sno.S/No,S/No,S/No
view_heading.Manage_Role_Groups,Manage Role Groups,Manage Role Groups
column.stock_name,Stock name,Stock name
reports_subcounty.County,County,County
alert.uploadfile.confirmprocesssubject,Process Confirmation,Process Confirmation
table_heading.Farmers_by_Gender,Farmers by Gender,Farmers by Gender
reportsviewheading.Reports_Persmission,Reports Persmission,Reports Persmission
column.User,User,User
sms.voucher_notfication,"Dear {fFarmerName}, you have a voucher code: {fVoucherCode} for {fUnitQuantity} {fUnits} of {fProductName}. This voucher will not expire in {fDays} days.","Dear {fFarmerName}, you have a voucher code: {fVoucherCode} for {fUnitQuantity} {fUnits} of {fProductName}. This voucher will not expire in {fDays} days."
button.top_up,Top up,Top up
custom_header.crop42,{DashboardUtil:uCrop42},{DashboardUtil:uCrop42}
button.add_crop,Add crop,Add crop
reports_agrodealerorncpbdepot.Agro_Dealer/NCPB_Depots,Agro Dealer/NCPB Depots,Agro Dealer/NCPB Depots
view_heading.view_crop,View enterprise,View enterprise
column_heading.Message_Id,Message Id,Message Id
button.add_agro_dealer_transaction,Add agro dealer transaction,Add agro dealer transaction
label.Voucher_Code,Voucher Code,Voucher Code
column_heading.key,Key,Key
column.bankAccountNumber,BankAccountNumber,BankAccountNumber
custom_header.reportsgenerictemplate_column_decimal4,{ReportsGenericViewerLabels:column_decimal4},{ReportsGenericViewerLabels:column_decimal4}
label.kephisCertNumber,KephisCertNumber,KephisCertNumber
view_heading.Assign_Web_User_Roles,Assign Web User Roles,Assign Web User Roles
column.path,Path,Path
table_heading.locations_to_upload,Locations to Upload,Locations to Upload
column_heading.bags_red,# red,# red
custom_header.reportsgenerictemplate_column_string8,{ReportsGenericViewerLabels:column_string8},{ReportsGenericViewerLabels:column_string8}
label.bag_subsidy,Bag subsidy,Bag subsidy
custom_header.crop64,{DashboardUtil:uCrop64},{DashboardUtil:uCrop64}
alert_error.max_uploads,Maximum number of successful uploads reached.,Maximum number of successful uploads reached.
alert.voucher.redeem.available_bags_exceeded,Available bags exceeded,Available bags exceeded
view_heading.Voucher_Batch_Fertilizers,Voucher Batch Fertilizers,Voucher Batch Fertilizers
reports_value.Value,Value,Value
button.execute_event,Execute event,Execute event
column_heading.schedule,Schedule,Schedule
custom_header.crop25,{DashboardUtil:uCrop25},{DashboardUtil:uCrop25}
view_heading.Stock_Items_Uploads_with_errors,Stock Items Uploads with errors,Stock Items Uploads with errors
info.Uploader_Name,Uploader Name,Uploader Name
column_heading.Number_of_Farmers,Number of Farmers,Number of Farmers
label.desc,Desc,Desc
reports_voucherstatus.Voucher_Status,Voucher Status,Voucher Status
input.config_key,Config key,Config key
alert.matches_found,{fCount} {fDesc} found.,{fCount} {fDesc} found.
button.add_service_point,Add service point,Add service point
view_heading.edit_farmer_crop,Edit farmer enterprise,Edit farmer enterprise
column.member_count,Member count,Member count
table.Upload_Log,Upload Log,Upload Log
column.Farmer_Name,Farmer Name,Farmer Name
view_heading.edit_Service_Point_Type,Edit Service Point Type,Edit Service Point Type
table_heading.key_scheduled_event_logs,Key scheduled event logs,Key scheduled event logs
column_heading.archived,Archived,Archived
column_heading.Current_Translation,Current Translation,Current Translation
button.save,Save,Save
reports_region.Region,Region,Region
table_heading.Enterprises_by_Region,Enterprises by Region,Enterprises by Region
custom_header.crop20,{DashboardUtil:uCrop20},{DashboardUtil:uCrop20}
alert.error.valid_dob,Please enter a valid date of birth,Please enter a valid date of birth
view_heading.view_agro_dealer_transaction,View agro dealer transaction,View agro dealer transaction
custom_header.crop88,{DashboardUtil:uCrop88},{DashboardUtil:uCrop88}
alert_error.function_name_required,Please enter a name for the scheduled function.,Please enter a name for the scheduled function.
label.paid_On,Paid On,Paid On
label.bankAccountHolder,BankAccountHolder,BankAccountHolder
column_heading.regex,Regex,Regex
column_heading.farmer.dateofbirth,dateofbirth,dateofbirth
custom_header.crop13,{DashboardUtil:uCrop13},{DashboardUtil:uCrop13}
custom_header.reportsgenerictemplate_column_decimal10,{ReportsGenericViewerLabels:column_decimal10},{ReportsGenericViewerLabels:column_decimal10}
view_heading.Messaging_menu,Messaging menu,Messaging menu
view_heading.Stock_Recon,Stock Reconciliation,Stock Reconciliation
table_heading.pending_transfers,Pending transfers,Pending transfers
menu_item.Dashboard,Dashboard,Dashboard
confirm_body.Archive_Item,Are you sure you would like to archive this drop down item?,Are you sure you would like to archive this drop down item?
custom_header.crop67,{DashboardUtil:uCrop67},{DashboardUtil:uCrop67}
reports_totalhandlingcostksh.Total_handling_cost_(Ksh),Total handling cost (Ksh),Total handling cost (Ksh)
view_heading.edit_Web_User,Edit Web User,Edit Web User
input.Comment,Comment,Comment
column_heading.question_description,Question description,Question description
label.date_created,Date created,Date created
column_heading.Farmer,Farmer,Farmer
table._, , 
column.mobile_triggered,Mobile triggered,Mobile triggered
column_heading.Code_Source,Code Source,Code Source
info.DateTimeLastUpdated,DateTimeLastUpdated,DateTimeLastUpdated
button.Load_Translations,Load Translations,Load Translations
label.bankName,BankName,BankName
alert_error.object_not_found,Object not found.,Object not found.
Select_Delivery_Status,Select Delivery Status,Select Delivery Status
table_heading.farmer_sms_logs,Farmer sms logs,Farmer sms logs
confirmation.reactivate_messages_subject,Re-active Mobile Number,Re-active Mobile Number
view_heading.audit_Logs,Audit Logs,Audit Logs
column.Verified_Size,Verified Size,Verified Size
button.Add_Voucher_Code,Add Voucher Code,Add Voucher Code
column.Shortcode,Shortcode,Shortcode
label.datetime_archived,Datetime archived,Datetime archived
column.status,Status,Status
button.top_up,Top up,Top up
column.request_code,Request code,Request code
label.group,Group,Group
custom_header.crop71,{DashboardUtil:uCrop71},{DashboardUtil:uCrop71}
column_heading.name,Name,Name
column.role_group_name,Role group name,Role group name
view_heading.upload_locations,Upload locations,Upload locations
label.leased_lr_number,Leased lr number,Leased lr number
column_heading.Product_Code,Product Code,Product Code
button.Unarchive_All,Unarchive All,Unarchive All
table_title.farmers,Farmers,Farmers
column.Date_Created,Date Created,Date Created
button.Create_langfileentries,Create langfileentries,Create langfileentries
label.Failed_Crops,Failed Crops,Failed Crops
column_heading.Customer_Mobile,Customer Mobile,Customer Mobile
input.farmer,Farmer,Farmer
column.agro_dealer,Agro dealer,Agro dealer
view_heading.Order_Items,Order Items,Order Items
custom_header.Ward_Header,{Reportviewer:uWardHeader},{Reportviewer:uWardHeader}
sms.voucher_redemption.cropvoucher_bags_redeemed,You have successfully redeemed {fUnitQuantity} {fUnits} of {fProductName} from voucher code: {fVoucherCode}. Thank You - {fProviderName}.,You have successfully redeemed {fUnitQuantity} {fUnits} of {fProductName} from voucher code: {fVoucherCode}. Thank You - {fProviderName}.
confirmation.send_bulk_message_body,Send message to recipients?,Send message to recipients?
view_heading.Stock_Item_Upload_File,Stock Item Upload File,Stock Item Upload File
label.Total_Value,Total Value,Total Value
view_heading.Search_For_Farmer_To_Verify,Search For Farmer To Verify,Search For Farmer To Verify
row_action.Add,Add,Add
sms.sms_opt_out.fail,"Dear user, we could not cancel SMSes for {solutionName}. Please contact support.","Dear user, we could not cancel SMSes for {solutionName}. Please contact support."
enum.ORDER_STATUS.Partial_Delivery,Partial Delivery,Partial Delivery
reportsviewheading.Daily_Beneficiary_Total_Report,Daily Beneficiary Total Report,Daily Beneficiary Total Report
alert.date_status.error,End Date Can Not Be Less Than Start Date,End Date Can Not Be Less Than Start Date
column_heading.outcome,Outcome,Outcome
custom_header.crop21,{DashboardUtil:uCrop21},{DashboardUtil:uCrop21}
menu_item.Registration_Forms,Registration Forms,Registration Forms
column.farmer_mobile,Farmer mobile,Farmer mobile
column.farmer,Farmer,Farmer
table_heading.StringGroups,StringGroups,StringGroups
label.Duplicate_Crops,Duplicate Crops,Duplicate Crops
reportsviewheading.Redeemed_vouchers,Redeemed vouchers,Redeemed vouchers
label.Failed_Farmers,Failed Farmers,Failed Farmers
button.add_institute_config,Add institute config,Add institute config
column_heading.location_level_three,Level 3,Level 3
label.Info,Info,Info
custom_header.reportsgenerictemplate_column_location1,{ReportsGenericViewerLabels:column_location1},{ReportsGenericViewerLabels:column_location1}
label.Group_Price,Group Price,Group Price
custom_header.question_10,{Reportviewer:uQuestion10Header},{Reportviewer:uQuestion10Header}
alert_error.duplicate_scheduled_function_config,Unable to save new scheduled function.,Unable to save new scheduled function.
custom_header.crop22,{DashboardUtil:uCrop22},{DashboardUtil:uCrop22}
table_heading.scheduled_events,Scheduled events,Scheduled events
table_heading.Translation_Keys,Translation Keys,Translation Keys
column.Questions_Answered,Questions Answered,Questions Answered
column_heading.datetimestampFinished,DatetimestampFinished,DatetimestampFinished
confirm_subject.finalise,Finalise Voucher,Finalise Voucher
custom_header.crop19,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
button_heading.Filter_By_User,Filter By User,Filter By User
custom_header.crop42,{DashboardUtil:uCrop42},{DashboardUtil:uCrop42}
column.code,Code,Code
table.Category_List,Category List,Category List
column_heading.voucher_batch,Voucher batch,Voucher batch
view_heading.manage_stock_transaction,Manage stock transaction,Manage stock transaction
view_heading.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
custom_header.Subcounty_Header,{Reportviewer:uSubCountyHeader},{Reportviewer:uSubCountyHeader}
info.Processed_Time,Processed Time,Processed Time
custom_header.crop27,{DashboardUtil:uCrop27},{DashboardUtil:uCrop27}
custom_header.crop35,{DashboardUtil:uCrop35},{DashboardUtil:uCrop35}
input.messageOrigin,MessageOrigin,MessageOrigin
label.date_modified,Date modified,Date modified
reportstableheading.Farmer_Registration_Report_By_County,Farmer Registration Report By County,Farmer Registration Report By County
column.active,Active,Active
label.String_Value,String Value,String Value
table_previousfiles.Previous_Fileuploads,Previous Fileuploads,Previous Fileuploads
custom_header.crop37,{DashboardUtil:uCrop37},{DashboardUtil:uCrop37}
column_heading.farmer.noklastname,noklastname,noklastname
alert.object.voucher_batch_start_end_date,Start date needs to be less than End date,Start date needs to be less than End date
sms.voucher_redemption.no_vouchers_available,"Dear {fFarmerName}, you currently have no available vouchers. Thank you - {fProviderName}.","Dear {fFarmerName}, you currently have no available vouchers. Thank you - {fProviderName}."
